area,habilidade,descricao,tri_score,area_code,tri_range,conceitos_cientificos,conceitos_cientificos_confidence,campos_semanticos,campos_semanticos_confidence,campos_lexicais,campos_lexicais_confidence,processos_fenomenos,processos_fenomenos_confidence,contextos_historicos,contextos_historicos_confidence,habilidades_compostas,habilidades_compostas_confidence,all_entities
Natureza,H5,Biologia/Medicina: Uso de células-tronco no tratamento de lesões.,558.6,CN,550-650,,,,,,,tratamento de lesões,0.9957,tratamento de lesões,0.8515,"tratamento de lesões, Uso de células-tronco","0.7031, 0.4413","tratamento de lesões, tratamento de lesões, tratamento de lesões, Uso de células-tronco"
Natureza,H5,Física: Funcionamento do para-raios.,569.7,CN,550-650,Funcionamento do para-raios,0.8001,,,,,Funcionamento do para-raios,0.9804,,,Funcionamento do para-raios,0.5517,"Funcionamento do para-raios, Funcionamento do para-raios, Funcionamento do para-raios"
Natureza,H5,Química/Tecnologia: Propriedades e uso de supercondutores.,586.8,CN,550-650,uso de supercondutores,0.7425,,,,,uso de supercondutores,0.9689,,,uso de supercondutores,0.9099,"uso de supercondutores, uso de supercondutores, uso de supercondutores"
Natureza,H5,Física/Óptica: Funcionamento da fibra óptica.,599.2,CN,550-650,fibra óptica,0.9858,,,,,Funcionamento da fibra óptica,0.9839,,,Funcionamento da fibra óptica,0.898,"fibra óptica, Funcionamento da fibra óptica, Funcionamento da fibra óptica"
Natureza,H5,Química: Obtenção de biodiesel por transesterificação.,621.9,CN,550-650,transesterificação,0.9105,,,,,"transesterificação, Obtenção de biodiesel","0.976, 0.3215",,,Obtenção de biodiesel,0.9004,"transesterificação, transesterificação, Obtenção de biodiesel, Obtenção de biodiesel"
Natureza,H5,Química/Tecnologia: Desenvolvimento de plásticos biodegradáveis.,631.3,CN,550-650,Desenvolvimento de plásticos biodegradáveis,0.9637,,,,,Desenvolvimento de plásticos biodegradáveis,0.9863,,,,,"Desenvolvimento de plásticos biodegradáveis, Desenvolvimento de plásticos biodegradáveis"
Natureza,H5,Física/Tecnologia: Uso da tecnologia RFID em pedágios.,632.5,CN,550-650,tecnologia RFID,0.9114,,,,,Uso da tecnologia RFID em pedágios,0.4822,,,Uso da tecnologia RFID em pedágios,0.5249,"tecnologia RFID, Uso da tecnologia RFID em pedágios, Uso da tecnologia RFID em pedágios"
Natureza,H5,Física/Tecnologia: Levitação magnética.,652.1,CN,650-750,Levitação magnética,0.9868,,,,,Levitação magnética,0.9979,,,,,"Levitação magnética, Levitação magnética"
Natureza,H5,Física/Tecnologia: Funcionamento de usina hidrelétrica.,674.1,CN,650-750,Funcionamento de usina hidrelétrica,0.7518,,,,,Funcionamento de usina hidrelétrica,0.9821,usina hidrelétrica,0.3279,Funcionamento de usina hidrelétrica,0.3526,"Funcionamento de usina hidrelétrica, Funcionamento de usina hidrelétrica, usina hidrelétrica, Funcionamento de usina hidrelétrica"
Natureza,H5,Biologia/Biotecnologia: Técnica de terapia gênica.,694.7,CN,650-750,Técnica de terapia gênica,0.9306,Biotecnologia,0.9856,Biotecnologia,0.9594,Técnica de terapia gênica,0.7957,Técnica de terapia gênica,0.3025,Técnica de terapia gênica,0.6998,"Técnica de terapia gênica, Biotecnologia, Biotecnologia, Técnica de terapia gênica, Técnica de terapia gênica, Técnica de terapia gênica"
Natureza,H5,Física: Princípio de funcionamento de um motor a jato.,711.8,CN,650-750,Princípio de funcionamento de um motor a jato,0.4399,,,,,funcionamento de um motor a jato,0.8269,,,funcionamento de um motor a jato,0.5598,"Princípio de funcionamento de um motor a jato, funcionamento de um motor a jato, funcionamento de um motor a jato"
Natureza,H6,Biologia: Produção de vacinas e soros.,471.0,CN,450-550,Produção de vacinas e soros,0.6744,,,,,Produção de vacinas e soros,0.9276,,,Produção de vacinas e soros,0.4934,"Produção de vacinas e soros, Produção de vacinas e soros, Produção de vacinas e soros"
Natureza,H6,Biologia/Saúde: Importância da vacinação (imunização ativa).,486.0,CN,450-550,imunização ativa,0.9544,,,,,imunização ativa,0.9955,,,imunização ativa,0.8295,"imunização ativa, imunização ativa, imunização ativa"
Natureza,H6,Física/Tecnologia: Uso de GPS para localização.,488.4,CN,450-550,localização,0.4312,,,,,localização,0.9054,localização,0.8167,"localização, Uso de GPS","0.7575, 0.4054","localização, localização, localização, localização, Uso de GPS"
Natureza,H6,Biologia/Biotecnologia: Uso de organismos transgênicos.,509.9,CN,450-550,organismos transgênicos,0.9096,Biotecnologia,0.9974,Biotecnologia,0.9916,organismos transgênicos,0.8471,Biotecnologia,0.6636,Uso de organismos transgênicos,0.752,"organismos transgênicos, Biotecnologia, Biotecnologia, organismos transgênicos, Biotecnologia, Uso de organismos transgênicos"
Natureza,H6,Química: Uso de flúor na água potável para prevenção de cáries.,520.3,CN,450-550,"água potável, prevenção de cáries","0.8909, 0.4944",,,,,prevenção de cáries,0.996,prevenção de cáries,0.6807,Uso de flúor na água potável,0.677,"água potável, prevenção de cáries, prevenção de cáries, prevenção de cáries, Uso de flúor na água potável"
Natureza,H6,Química/Tecnologia: Aplicação do grafeno em novos materiais.,524.4,CN,450-550,,,,,,,Aplicação do grafeno em novos materiais,0.9168,novos materiais,0.4033,Aplicação do grafeno em novos materiais,0.8269,"Aplicação do grafeno em novos materiais, novos materiais, Aplicação do grafeno em novos materiais"
Natureza,H6,Biologia/Medicina: Uso de radioisótopos (iodo-131) em medicina.,526.4,CN,450-550,,,,,,,Uso de radioisótopos,0.4212,,,Uso de radioisótopos,0.4861,"Uso de radioisótopos, Uso de radioisótopos"
Natureza,H6,Química: Processo de craqueamento catalítico do petróleo.,535.0,CN,450-550,Processo de craqueamento catalítico do petróleo,0.7532,,,,,Processo de craqueamento catalítico do petróleo,0.8618,Processo de craqueamento catalítico do petróleo,0.3634,,,"Processo de craqueamento catalítico do petróleo, Processo de craqueamento catalítico do petróleo, Processo de craqueamento catalítico do petróleo"
Natureza,H6,Física: Evolução dos aparelhos de televisão.,544.7,CN,450-550,Evolução dos aparelhos de televisão,0.8919,,,aparelhos de televisão,0.3259,Evolução dos aparelhos de televisão,0.9873,Evolução dos aparelhos de televisão,0.5056,,,"Evolução dos aparelhos de televisão, aparelhos de televisão, Evolução dos aparelhos de televisão, Evolução dos aparelhos de televisão"
Natureza,H6,Biologia/Saúde: Tecnologia do teste do pezinho.,557.7,CN,550-650,Tecnologia do teste do pezinho,0.6797,,,,,teste do pezinho,0.6033,,,Tecnologia do teste do pezinho,0.6322,"Tecnologia do teste do pezinho, teste do pezinho, Tecnologia do teste do pezinho"
Natureza,H7,Química: Processo de destilação fracionada do petróleo.,433.4,CN,200-450,Processo de destilação fracionada do petróleo,0.7181,,,,,Processo de destilação fracionada do petróleo,0.7041,,,,,"Processo de destilação fracionada do petróleo, Processo de destilação fracionada do petróleo"
Natureza,H7,Biologia/Ecologia: Uso de líquens como indicadores da qualidade do ar.,468.7,CN,450-550,qualidade do ar,0.9286,,,,,indicadores da qualidade do ar,0.8539,,,"indicadores da qualidade do ar, Uso de líquens","0.7163, 0.332","qualidade do ar, indicadores da qualidade do ar, indicadores da qualidade do ar, Uso de líquens"
Natureza,H7,Biologia/Medicina: Utilização de exames de imagem para diagnóstico.,542.8,CN,450-550,exames de imagem,0.9785,,,,,,,,,exames de imagem,0.3629,"exames de imagem, exames de imagem"
Natureza,H8,Biologia/Ecologia: Sucessão ecológica em área desmatada.,388.9,CN,200-450,Sucessão ecológica,0.9724,,,,,Sucessão ecológica,0.9934,área desmatada,0.9979,,,"Sucessão ecológica, Sucessão ecológica, área desmatada"
Natureza,H8,Biologia/Ecologia: Eutrofização de corpos d'água por esgoto doméstico.,468.7,CN,450-550,"esgoto doméstico, corpos d'água","0.8938, 0.6408",,,,,"Eutrofização de corpos d'água, esgoto doméstico","0.8225, 0.8077",,,"esgoto doméstico, Eutrofização","0.3593, 0.3521","esgoto doméstico, corpos d'água, Eutrofização de corpos d'água, esgoto doméstico, esgoto doméstico, Eutrofização"
Natureza,H8,Química/Meio Ambiente: Produção de biogás a partir da decomposição anaeróbica.,473.0,CN,450-550,"decomposição anaeróbica, Produção de biogás","0.9125, 0.8515",Meio Ambiente,0.9999,Meio Ambiente,0.9997,"decomposição anaeróbica, Produção de biogás","0.9766, 0.9509","Meio Ambiente, decomposição anaeróbica","0.7031, 0.394","decomposição anaeróbica, Produção de biogás","0.364, 0.3637","decomposição anaeróbica, Produção de biogás, Meio Ambiente, Meio Ambiente, decomposição anaeróbica, Produção de biogás, Meio Ambiente, decomposição anaeróbica, decomposição anaeróbica, Produção de biogás"
Natureza,H8,Química/Meio Ambiente: Uso de agrotóxicos na agricultura e seus impactos.,499.5,CN,450-550,,,Meio Ambiente,0.9998,Meio Ambiente,0.9992,,,Meio Ambiente,0.5737,,,"Meio Ambiente, Meio Ambiente, Meio Ambiente"
Natureza,H8,Química/Meio Ambiente: Formação e efeitos da chuva ácida.,511.8,CN,450-550,efeitos da chuva ácida,0.7144,Meio Ambiente,0.9999,Meio Ambiente,0.9994,efeitos da chuva ácida,0.9574,Meio Ambiente,0.8176,efeitos da chuva ácida,0.466,"efeitos da chuva ácida, Meio Ambiente, Meio Ambiente, efeitos da chuva ácida, Meio Ambiente, efeitos da chuva ácida"
Natureza,H8,Biologia/Ecologia: Desmatamento da Amazônia e suas consequências.,515.6,CN,450-550,Desmatamento da Amazônia,0.8746,,,,,Desmatamento da Amazônia,0.9778,,,,,"Desmatamento da Amazônia, Desmatamento da Amazônia"
Natureza,H9,Biologia/Ecologia: Poluição por mercúrio devido ao garimpo.,434.1,CN,200-450,Poluição por mercúrio,0.7711,,,,,Poluição por mercúrio,0.8874,,,,,"Poluição por mercúrio, Poluição por mercúrio"
Natureza,H9,Biologia/Ecologia: Bioacumulação e magnificação trófica.,487.0,CN,450-550,"magnificação trófica, Bioacumulação","0.9345, 0.8819",,,,,"magnificação trófica, Bioacumulação","0.9895, 0.8153",,,"magnificação trófica, Bioacumulação","0.7204, 0.5436","magnificação trófica, Bioacumulação, magnificação trófica, Bioacumulação, magnificação trófica, Bioacumulação"
Natureza,H9,Química/Meio Ambiente: Lixo eletrônico e descarte adequado.,495.2,CN,450-550,"Lixo eletrônico, descarte adequado","0.983, 0.9289",Meio Ambiente,0.9999,Meio Ambiente,0.9998,"descarte adequado, Lixo eletrônico","0.9575, 0.7455",Meio Ambiente,0.7273,descarte adequado,0.8858,"Lixo eletrônico, descarte adequado, Meio Ambiente, Meio Ambiente, descarte adequado, Lixo eletrônico, Meio Ambiente, descarte adequado"
Natureza,H9,Química/Meio Ambiente: Poluição do ar e aquecimento global.,495.9,CN,450-550,"Poluição do ar, aquecimento global","0.9679, 0.9364",Meio Ambiente,1.0,Meio Ambiente,0.9997,"aquecimento global, Poluição do ar","0.9992, 0.9822",Meio Ambiente,0.9101,,,"Poluição do ar, aquecimento global, Meio Ambiente, Meio Ambiente, aquecimento global, Poluição do ar, Meio Ambiente"
Natureza,H9,Química/Meio Ambiente: Rompimento de barragens de mineração e impactos.,517.7,CN,450-550,barragens de mineração,0.5309,Meio Ambiente,0.9999,Meio Ambiente,0.9996,Rompimento de barragens de mineração,0.9497,Meio Ambiente,0.561,Rompimento de barragens de mineração,0.7129,"barragens de mineração, Meio Ambiente, Meio Ambiente, Rompimento de barragens de mineração, Meio Ambiente, Rompimento de barragens de mineração"
Natureza,H9,Biologia/Ecologia: Desertificação no semiárido brasileiro.,518.8,CN,450-550,Desertificação,0.9775,,,,,Desertificação,0.9935,semiárido brasileiro,0.9993,,,"Desertificação, Desertificação, semiárido brasileiro"
Natureza,H9,Biologia/Ecologia: Introdução de espécies exóticas invasoras.,520.3,CN,450-550,espécies exóticas invasoras,0.9542,,,,,Introdução de espécies exóticas invasoras,0.9261,,,Introdução de espécies exóticas invasoras,0.7107,"espécies exóticas invasoras, Introdução de espécies exóticas invasoras, Introdução de espécies exóticas invasoras"
Natureza,H9,Química/Meio Ambiente: Poluição por plásticos nos oceanos.,550.5,CN,550-650,Poluição por plásticos nos oceanos,0.7351,Meio Ambiente,0.9999,Meio Ambiente,0.9995,Poluição por plásticos nos oceanos,0.9735,Meio Ambiente,0.3916,,,"Poluição por plásticos nos oceanos, Meio Ambiente, Meio Ambiente, Poluição por plásticos nos oceanos, Meio Ambiente"
Natureza,H10,Biologia/Ecologia: Criação de unidades de conservação para proteção da biodiversidade.,390.9,CN,200-450,"unidades de conservação, proteção da biodiversidade","0.8615, 0.4893",,,,,"proteção da biodiversidade, Criação de unidades de conservação","0.9906, 0.7152",,,Criação de unidades de conservação,0.6358,"unidades de conservação, proteção da biodiversidade, proteção da biodiversidade, Criação de unidades de conservação, Criação de unidades de conservação"
Natureza,H10,Química/Meio Ambiente: Uso de catalisadores automotivos para reduzir poluição.,473.0,CN,450-550,catalisadores automotivos,0.9476,Meio Ambiente,1.0,Meio Ambiente,0.9998,reduzir poluição,0.9985,Meio Ambiente,0.8624,"reduzir poluição, catalisadores automotivos","0.6481, 0.4907","catalisadores automotivos, Meio Ambiente, Meio Ambiente, reduzir poluição, Meio Ambiente, reduzir poluição, catalisadores automotivos"
Natureza,H10,Biologia/Ecologia: Recuperação de áreas degradadas com reflorestamento.,477.8,CN,450-550,,,,,,,Recuperação de áreas degradadas com reflorestamento,0.8877,,,Recuperação de áreas degradadas com reflorestamento,0.5539,"Recuperação de áreas degradadas com reflorestamento, Recuperação de áreas degradadas com reflorestamento"
Natureza,H10,Biologia/Saneamento: Tratamento de esgoto em ETEs.,515.6,CN,450-550,Tratamento de esgoto,0.8963,,,,,Tratamento de esgoto,0.9705,,,Tratamento de esgoto,0.541,"Tratamento de esgoto, Tratamento de esgoto, Tratamento de esgoto"
Natureza,H11,Biologia/Ecologia: Prática de queimadas na agricultura e seus impactos.,403.6,CN,200-450,,,,,,,,,,,Prática de queimadas,0.5838,Prática de queimadas
Natureza,H11,Biologia/Ecologia: Expansão da fronteira agrícola e desmatamento.,451.1,CN,450-550,Expansão da fronteira agrícola,0.7669,,,,,Expansão da fronteira agrícola,0.9536,fronteira agrícola,0.3204,,,"Expansão da fronteira agrícola, Expansão da fronteira agrícola, fronteira agrícola"
Natureza,H11,Química/Meio Ambiente: Uso de combustíveis fósseis e emissão de gases de efeito estufa.,499.5,CN,450-550,"combustíveis fósseis, emissão de gases de efeito estufa","0.9082, 0.3876",Meio Ambiente,1.0,Meio Ambiente,0.9998,"emissão de gases de efeito estufa, Uso de combustíveis fósseis","0.9948, 0.8417",Meio Ambiente,0.8248,"Uso de combustíveis fósseis, emissão de gases de efeito estufa","0.6774, 0.4298","combustíveis fósseis, emissão de gases de efeito estufa, Meio Ambiente, Meio Ambiente, emissão de gases de efeito estufa, Uso de combustíveis fósseis, Meio Ambiente, Uso de combustíveis fósseis, emissão de gases de efeito estufa"
Natureza,H11,Biologia/Ecologia: Monocultura e impactos na biodiversidade.,526.4,CN,450-550,impactos na biodiversidade,0.8711,,,,,impactos na biodiversidade,0.9898,,,,,"impactos na biodiversidade, impactos na biodiversidade"
Natureza,H11,Química/Meio Ambiente: Acidificação dos oceanos.,549.4,CN,450-550,Acidificação dos oceanos,0.9681,Meio Ambiente,0.9999,Meio Ambiente,0.9995,Acidificação dos oceanos,0.9985,Meio Ambiente,0.823,,,"Acidificação dos oceanos, Meio Ambiente, Meio Ambiente, Acidificação dos oceanos, Meio Ambiente"
Natureza,H11,Biologia/Ecologia: Perda de habitat como causa da extinção de espécies.,572.1,CN,550-650,"extinção de espécies, Perda de habitat","0.9415, 0.8981",,,,,"extinção de espécies, Perda de habitat","0.9984, 0.941",Perda de habitat,0.5785,,,"extinção de espécies, Perda de habitat, extinção de espécies, Perda de habitat, Perda de habitat"
Natureza,H11,Biologia/Ecologia: Fragmentação de habitats e corredores ecológicos.,609.8,CN,550-650,"Fragmentação de habitats, corredores ecológicos","0.918, 0.9169",,,,,"Fragmentação de habitats, corredores ecológicos","0.9862, 0.8928",corredores ecológicos,0.4922,corredores ecológicos,0.6537,"Fragmentação de habitats, corredores ecológicos, Fragmentação de habitats, corredores ecológicos, corredores ecológicos, corredores ecológicos"
Natureza,H11,Física/Energia: Impactos socioambientais de usinas hidrelétricas.,610.6,CN,550-650,usinas hidrelétricas,0.7884,,,,,"usinas hidrelétricas, Impactos socioambientais","0.8073, 0.3399",,,,,"usinas hidrelétricas, usinas hidrelétricas, Impactos socioambientais"
Natureza,H11,Química/Meio Ambiente: Derramamento de petróleo no mar.,622.7,CN,550-650,Derramamento de petróleo no mar,0.6297,Meio Ambiente,1.0,Meio Ambiente,0.9998,Derramamento de petróleo no mar,0.9851,"Meio Ambiente, Derramamento de petróleo no mar","0.3621, 0.308",,,"Derramamento de petróleo no mar, Meio Ambiente, Meio Ambiente, Derramamento de petróleo no mar, Meio Ambiente, Derramamento de petróleo no mar"
Natureza,H11,Biologia/Ecologia: Pesca predatória e sobrepesca.,664.5,CN,650-750,Pesca predatória,0.969,,,,,Pesca predatória,0.9003,Pesca predatória,0.4075,,,"Pesca predatória, Pesca predatória, Pesca predatória"
Natureza,H11,Física/Termologia: Formação de ilhas de calor nos centros urbanos.,694.7,CN,650-750,ilhas de calor,0.7406,Termologia,0.9915,Termologia,0.9826,Formação de ilhas de calor,0.9888,centros urbanos,0.9989,Formação de ilhas de calor,0.438,"ilhas de calor, Termologia, Termologia, Formação de ilhas de calor, centros urbanos, Formação de ilhas de calor"
Natureza,H11,Química/Meio Ambiente: Inversão térmica e poluição do ar.,703.9,CN,650-750,"Inversão térmica, poluição do ar","0.9705, 0.9628",Meio Ambiente,0.9999,Meio Ambiente,0.9997,"poluição do ar, Inversão térmica","0.9992, 0.9692",Meio Ambiente,0.9304,,,"Inversão térmica, poluição do ar, Meio Ambiente, Meio Ambiente, poluição do ar, Inversão térmica, Meio Ambiente"
Natureza,H11,Biologia/Ecologia: Agropecuária como emissora de gases de efeito estufa.,711.2,CN,650-750,efeito estufa,0.4597,,,,,emissora de gases de efeito estufa,0.9708,,,emissora de gases de efeito estufa,0.8782,"efeito estufa, emissora de gases de efeito estufa, emissora de gases de efeito estufa"
Natureza,H11,Química/Meio Ambiente: Destruição da camada de ozônio por gases CFCs.,733.3,CN,650-750,gases CFCs,0.9364,Meio Ambiente,0.9999,Meio Ambiente,0.9996,"Destruição da camada de ozônio, gases CFCs","0.8817, 0.4697",camada de ozônio,0.9253,Destruição da camada de ozônio,0.4101,"gases CFCs, Meio Ambiente, Meio Ambiente, Destruição da camada de ozônio, gases CFCs, camada de ozônio, Destruição da camada de ozônio"
Natureza,H11,Química: Contaminação por chorume de aterros sanitários.,741.2,CN,650-750,Contaminação por chorume de aterros sanitários,0.7107,aterros sanitários,0.51,aterros sanitários,0.5027,Contaminação por chorume de aterros sanitários,0.9572,,,Contaminação,0.4723,"Contaminação por chorume de aterros sanitários, aterros sanitários, aterros sanitários, Contaminação por chorume de aterros sanitários, Contaminação"
Natureza,H11,Biologia/Ecologia: Assoreamento de rios por desmatamento ciliar.,751.2,CN,750+,"desmatamento ciliar, Assoreamento de rios","0.9487, 0.8273",,,,,"desmatamento ciliar, Assoreamento de rios","0.991, 0.9336",Assoreamento de rios,0.324,Assoreamento de rios,0.6372,"desmatamento ciliar, Assoreamento de rios, desmatamento ciliar, Assoreamento de rios, Assoreamento de rios, Assoreamento de rios"
Natureza,H11,Química/Meio Ambiente: Desastre nuclear de Chernobyl.,818.4,CN,750+,Desastre nuclear de Chernobyl,0.9232,Meio Ambiente,1.0,Meio Ambiente,0.9999,Desastre nuclear de Chernobyl,0.9957,,,,,"Desastre nuclear de Chernobyl, Meio Ambiente, Meio Ambiente, Desastre nuclear de Chernobyl"
Natureza,H11,Física/Termodinâmica: Efeito estufa e aquecimento global.,451.1,CN,450-550,"Efeito estufa, aquecimento global","0.9503, 0.9156",,,,,"aquecimento global, Efeito estufa","0.9978, 0.8724",Efeito estufa,0.653,,,"Efeito estufa, aquecimento global, aquecimento global, Efeito estufa, Efeito estufa"
Natureza,H11,Química/Meio Ambiente: Vazamento de óleo no Golfo do México.,501.4,CN,450-550,Vazamento de óleo,0.9578,Meio Ambiente,0.9999,Meio Ambiente,0.9997,Vazamento de óleo,0.997,Golfo do México,0.9998,,,"Vazamento de óleo, Meio Ambiente, Meio Ambiente, Vazamento de óleo, Golfo do México"
Natureza,H11,Biologia/Ecologia: Caça ilegal e tráfico de animais silvestres.,511.8,CN,450-550,"Caça ilegal, tráfico de animais silvestres","0.9647, 0.9464",,,,,"tráfico de animais silvestres, Caça ilegal","0.9991, 0.7838",,,Caça ilegal,0.4663,"Caça ilegal, tráfico de animais silvestres, tráfico de animais silvestres, Caça ilegal, Caça ilegal"
Natureza,H11,Química/Meio Ambiente: Poluição luminosa e seus efeitos.,520.3,CN,450-550,Poluição luminosa,0.9625,Meio Ambiente,0.9999,Meio Ambiente,0.9996,Poluição luminosa,0.9832,Meio Ambiente,0.95,Poluição luminosa,0.3735,"Poluição luminosa, Meio Ambiente, Meio Ambiente, Poluição luminosa, Meio Ambiente, Poluição luminosa"
Natureza,H11,Biologia/Ecologia: Biopirataria e apropriação de conhecimentos tradicionais.,542.8,CN,450-550,apropriação de conhecimentos tradicionais,0.496,,,,,apropriação de conhecimentos tradicionais,0.9959,,,,,"apropriação de conhecimentos tradicionais, apropriação de conhecimentos tradicionais"
Natureza,H11,Química/Meio Ambiente: Poluição sonora e seus impactos.,565.8,CN,550-650,Poluição sonora,0.9691,Meio Ambiente,0.9999,Meio Ambiente,0.9997,Poluição sonora,0.9836,Meio Ambiente,0.9036,,,"Poluição sonora, Meio Ambiente, Meio Ambiente, Poluição sonora, Meio Ambiente"
Natureza,H11,Biologia/Ecologia: Branqueamento de corais e aquecimento dos oceanos.,572.1,CN,550-650,"aquecimento dos oceanos, Branqueamento de corais","0.9484, 0.9434",,,,,"aquecimento dos oceanos, Branqueamento de corais","0.9987, 0.9689",,,Branqueamento de corais,0.5048,"aquecimento dos oceanos, Branqueamento de corais, aquecimento dos oceanos, Branqueamento de corais, Branqueamento de corais"
Natureza,H11,Química/Meio Ambiente: Mineração a céu aberto e degradação.,599.2,CN,550-650,"Mineração a céu aberto, degradação","0.8808, 0.7213",Meio Ambiente,1.0,Meio Ambiente,0.9998,"degradação, Mineração a céu aberto","0.9887, 0.9585",Meio Ambiente,0.7691,Mineração a céu aberto,0.7195,"Mineração a céu aberto, degradação, Meio Ambiente, Meio Ambiente, degradação, Mineração a céu aberto, Meio Ambiente, Mineração a céu aberto"
Natureza,H11,Biologia/Ecologia: Impactos de barragens na migração de peixes.,617.1,CN,550-650,"Impactos de barragens, migração de peixes","0.8487, 0.7743",,,,,"migração de peixes, Impactos de barragens","0.997, 0.3679",migração de peixes,0.5698,,,"Impactos de barragens, migração de peixes, migração de peixes, Impactos de barragens, migração de peixes"
Natureza,H11,"Química/Meio Ambiente: Contaminação por metais pesados (chumbo, mercúrio).",632.5,CN,550-650,Contaminação por metais pesados,0.8223,Meio Ambiente,0.9998,Meio Ambiente,0.9992,Contaminação por metais pesados,0.9703,Meio Ambiente,0.739,,,"Contaminação por metais pesados, Meio Ambiente, Meio Ambiente, Contaminação por metais pesados, Meio Ambiente"
Natureza,H11,Biologia/Ecologia: Manejo sustentável da floresta.,652.1,CN,650-750,Manejo sustentável da floresta,0.4562,,,,,Manejo sustentável da floresta,0.9016,,,Manejo sustentável da floresta,0.7356,"Manejo sustentável da floresta, Manejo sustentável da floresta, Manejo sustentável da floresta"
Natureza,H11,Química/Meio Ambiente: Poluição do solo por resíduos industriais.,667.5,CN,650-750,Poluição do solo por resíduos industriais,0.5811,Meio Ambiente,0.9999,Meio Ambiente,0.9996,Poluição do solo por resíduos industriais,0.9815,Meio Ambiente,0.8583,,,"Poluição do solo por resíduos industriais, Meio Ambiente, Meio Ambiente, Poluição do solo por resíduos industriais, Meio Ambiente"
Natureza,H11,Biologia/Ecologia: Turismo predatório em áreas de conservação.,709.3,CN,650-750,Turismo predatório,0.9324,,,,,Turismo predatório,0.9065,áreas de conservação,0.923,,,"Turismo predatório, Turismo predatório, áreas de conservação"
Natureza,H11,Química/Meio Ambiente: Poluição radioativa e energia nuclear.,711.8,CN,650-750,"energia nuclear, Poluição radioativa","0.988, 0.9799",Meio Ambiente,1.0,Meio Ambiente,0.9998,"energia nuclear, Poluição radioativa","0.9928, 0.9866",Meio Ambiente,0.8799,,,"energia nuclear, Poluição radioativa, Meio Ambiente, Meio Ambiente, energia nuclear, Poluição radioativa, Meio Ambiente"
Natureza,H11,Biologia/Ecologia: Agroecologia como modelo de produção sustentável.,741.2,CN,650-750,"Agroecologia, produção sustentável","0.5804, 0.5612",Agroecologia,0.8374,Agroecologia,0.8274,produção sustentável,0.9393,Agroecologia,0.5358,modelo de produção sustentável,0.703,"Agroecologia, produção sustentável, Agroecologia, Agroecologia, produção sustentável, Agroecologia, modelo de produção sustentável"
Natureza,H11,Física/Hidrologia: Escassez de água e gestão de recursos hídricos.,751.2,CN,750+,"Escassez de água, gestão de recursos hídricos","0.9606, 0.9455",Hidrologia,0.9945,Hidrologia,0.9862,"gestão de recursos hídricos, Escassez de água","0.9979, 0.9143",Hidrologia,0.4996,gestão de recursos hídricos,0.7231,"Escassez de água, gestão de recursos hídricos, Hidrologia, Hidrologia, gestão de recursos hídricos, Escassez de água, Hidrologia, gestão de recursos hídricos"
Natureza,H11,Química/Meio Ambiente: Reciclagem para reduzir o lixo e economizar recursos.,771.9,CN,750+,"economizar recursos, reduzir o lixo","0.6544, 0.3454",Meio Ambiente,0.9998,Meio Ambiente,0.9994,"economizar recursos, reduzir o lixo","0.9946, 0.9495",Meio Ambiente,0.9022,,,"economizar recursos, reduzir o lixo, Meio Ambiente, Meio Ambiente, economizar recursos, reduzir o lixo, Meio Ambiente"
Natureza,H11,Biologia/Ecologia: Conceito de pegada ecológica.,818.4,CN,750+,pegada ecológica,0.9937,,,,,pegada ecológica,0.9907,,,,,"pegada ecológica, pegada ecológica"
Natureza,H11,Química/Meio Ambiente: Conceito de desenvolvimento sustentável.,874.2,CN,750+,desenvolvimento sustentável,0.9102,Meio Ambiente,0.9999,Meio Ambiente,0.9994,desenvolvimento sustentável,0.8375,Meio Ambiente,0.8328,,,"desenvolvimento sustentável, Meio Ambiente, Meio Ambiente, desenvolvimento sustentável, Meio Ambiente"
Natureza,H12,Biologia: Doença de Chagas e a forma de contaminação oral pelo consumo de açaí.,377.9,CN,200-450,"Doença de Chagas, contaminação oral, consumo de açaí","0.9664, 0.8433, 0.3459",,,,,"contaminação oral, consumo de açaí","0.9034, 0.7354","consumo de açaí, Doença de Chagas","0.9721, 0.6133",consumo de açaí,0.4768,"Doença de Chagas, contaminação oral, consumo de açaí, contaminação oral, consumo de açaí, consumo de açaí, Doença de Chagas, consumo de açaí"
Natureza,H12,Biologia: Câncer de pele e os riscos da exposição à radiação ultravioleta (UV).,395.7,CN,200-450,"Câncer de pele, radiação ultravioleta","0.9588, 0.7741",,,,,"exposição à radiação ultravioleta (UV), Câncer de pele","0.6019, 0.3063",exposição à radiação ultravioleta (UV),0.3089,,,"Câncer de pele, radiação ultravioleta, exposição à radiação ultravioleta (UV), Câncer de pele, exposição à radiação ultravioleta (UV)"
Natureza,H12,Química: Solubilidade de compostos e a formação de cálculos renais.,437.3,CN,200-450,"Solubilidade de compostos, formação de cálculos renais","0.9826, 0.6652",,,,,"formação de cálculos renais, Solubilidade de compostos","0.9912, 0.3458",,,formação de cálculos renais,0.725,"Solubilidade de compostos, formação de cálculos renais, formação de cálculos renais, Solubilidade de compostos, formação de cálculos renais"
